Title: Absolute Magnitudes and Colors of RR Lyrae stars in DECam Passbands 
       from Photometry of the Globular Cluster M5 
Authors: Vivas A.K., Saha A., Olsen K., Blum R., Olszewski E.W., 
         Claver J., Valdes F., Axelrod T., Kaleida C., Kunder A., 
         Narayan G., Matheson T., Walker A. 
Table: Individual measurements in ugriz of the periodic variables 
       in the field of M5
================================================================================
Byte-by-byte Description of file: ajaa7fedt2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  6 I6     ---     ID      Identification number
   8- 19 F12.6  d       MJD     Modified Julian Date
  21- 21 A1     ---     Filter  Filter
  23- 28 F6.3   mag     mag     Apparent magnitude in Filter
  30- 34 F5.3   mag   e_mag     Error in mag
--------------------------------------------------------------------------------
 74857 56724.883814 g 15.646 0.010 
 74857 56724.884254 g 15.645 0.010 
 74857 56725.827082 g 15.626 0.010 
 74857 56725.827515 g 15.629 0.010 
 74857 56725.847325 g 15.327 0.010 
 74857 56725.877691 g 14.291 0.010 
 74857 56725.878141 g 14.310 0.010 
 74857 56726.812985 g 14.358 0.010 
 74857 56726.813433 g 14.349 0.010 
 74857 56726.822069 g 14.324 0.011 
 74857 56726.822504 g 14.328 0.010 
 74857 56726.842416 g 14.443 0.010 
 74857 56726.842855 g 14.458 0.010 
 74857 56726.862556 g 14.606 0.010 
 74857 56726.862992 g 14.606 0.010 
 74857 56726.882952 g 14.751 0.010 
 74857 56726.883409 g 14.750 0.011 
 74857 56726.903067 g 14.856 0.011 
 74857 56726.903508 g 14.880 0.010 
 74857 56451.718102 r 15.359 0.010 
 74857 56451.718635 r 15.342 0.010 
 74857 56452.495761 r 15.096 0.010 
 74857 56452.496898 r 15.089 0.010 
 74857 56452.502189 r 15.105 0.012 
 74857 56452.609624 r 15.304 0.011 
 74857 56452.610313 r 15.317 0.010 
 74857 56452.697765 r 15.354 0.012 
 74857 56452.698514 r 15.354 0.011 
 74857 56452.699052 r 15.358 0.011 
 74857 56452.751003 r 15.437 0.013 
 74857 56452.751804 r 15.432 0.011 
 74857 56452.752352 r 15.443 0.012 
 74857 56453.465264 r 14.953 0.021 
 74857 56453.465704 r 15.146 0.012 
 74857 56453.476666 r 15.364 0.014 
 74857 56453.477356 r 15.232 0.019 
 74857 56453.567081 r 15.324 0.011 
 74857 56453.567781 r 15.315 0.010 
 74857 56453.568211 r 15.316 0.010 
 74857 56453.574528 r 15.306 0.011 
 74857 56453.575206 r 15.300 0.010 
 74857 56453.575657 r 15.306 0.010 
 74857 56453.677469 r 15.432 0.012 
 74857 56453.678173 r 15.422 0.010 
 74857 56453.678605 r 15.605 0.014 
 74857 56453.747565 r 14.481 0.011 
 74857 56453.748378 r 14.471 0.011 
 74857 56453.748937 r 14.498 0.011 
 74857 56465.454568 r 15.441 0.010 
 74857 56465.455249 r 15.418 0.011 
 74857 56465.455691 r 15.453 0.011 
 74857 56465.462665 r 15.361 0.011 
 74857 56465.463356 r 15.381 0.010 
 74857 56465.463783 r 15.347 0.011 
 74857 56467.462713 r 14.836 0.010 
 74857 56467.463393 r 14.827 0.010 
 74857 56467.463847 r 14.852 0.010 
 74857 56724.814885 r 15.368 0.010 
 74857 56724.815323 r 15.375 0.010 
 74857 56724.837694 r 15.383 0.010 
 74857 56724.838133 r 15.372 0.011 
 74857 56724.858302 r 15.409 0.010 
 74857 56724.858738 r 15.411 0.010 
 74857 56724.881636 r 15.433 0.010 
 74857 56725.824447 r 15.414 0.010 
 74857 56725.824889 r 15.405 0.010 
 74857 56725.844726 r 15.246 0.010 
 74857 56725.845162 r 15.229 0.011 
 74857 56725.875055 r 14.472 0.010 
 74857 56725.875495 r 14.462 0.011 
 74857 56726.810271 r 14.538 0.010 
 74857 56726.810697 r 14.526 0.010 
 74857 56726.819387 r 14.483 0.011 
 74857 56726.819819 r 14.478 0.011 
 74857 56726.839819 r 14.545 0.010 
 74857 56726.840245 r 14.549 0.010 
 74857 56726.859958 r 14.658 0.011 
 74857 56726.860383 r 14.666 0.010 
 74857 56726.880322 r 14.760 0.010 
 74857 56726.880764 r 14.760 0.010 
 74857 56726.900425 r 14.838 0.010 
 74857 56726.900873 r 14.835 0.010 
 74857 56451.719126 i 15.305 0.011 
 74857 56451.719677 i 15.315 0.013 
 74857 56452.497345 i 15.082 0.011 
 74857 56452.497785 i 15.083 0.011 
 74857 56452.611183 i 15.262 0.012 
 74857 56452.611621 i 15.248 0.010 
 74857 56452.699593 i 15.316 0.011 
 74857 56452.700079 i 15.329 0.011 
 74857 56452.752902 i 15.396 0.012 
 74857 56452.753449 i 15.403 0.011 
 74857 56453.466139 i 15.118 0.012 
 74857 56453.466599 i 15.194 0.012 
 74857 56453.473140 i 15.229 0.020 
 74857 56453.568639 i 15.255 0.010 
 74857 56453.569078 i 15.240 0.011 
 74857 56453.576087 i 15.278 0.011 
 74857 56453.576522 i 15.274 0.010 
 74857 56453.679063 i 15.411 0.011 
 74857 56453.679504 i 15.429 0.010 
 74857 56453.749491 i 14.676 0.012 
 74857 56465.456542 i 15.396 0.012 
 74857 56465.464655 i 15.334 0.011 
 74857 56467.464288 i 14.922 0.010 
 74857 56467.464715 i 14.919 0.010 
 74857 56724.815764 i 15.338 0.010 
 74857 56724.816199 i 15.334 0.010 
 74857 56724.838569 i 15.338 0.010 
 74857 56724.839012 i 15.334 0.010 
 74857 56724.859179 i 15.362 0.011 
 74857 56724.859614 i 15.382 0.010 
 74857 56724.882066 i 15.390 0.010 
 74857 56724.882496 i 15.390 0.011 
 74857 56725.825352 i 15.372 0.010 
 74857 56725.825782 i 15.373 0.011 
 74857 56725.845598 i 15.230 0.011 
 74857 56451.720223 z 15.254 0.011 
 74857 56451.720708 z 15.314 0.012 
 74857 56452.498233 z 15.049 0.013 
 74857 56452.498661 z 15.077 0.011 
 74857 56452.612057 z 15.215 0.012 
 74857 56452.612487 z 15.244 0.011 
 74857 56452.700608 z 15.315 0.011 
 74857 56452.701148 z 15.314 0.011 
 74857 56452.753959 z 15.375 0.011 
 74857 56452.754501 z 15.418 0.010 
 74857 56453.467450 z 15.096 0.015 
 74857 56453.479073 z 15.170 0.012 
 74857 56453.479532 z 14.995 0.013 
 74857 56453.569520 z 15.206 0.011 
 74857 56453.569950 z 15.240 0.011 
 74857 56453.576983 z 15.232 0.016 
 74857 56453.577412 z 15.292 0.018 
 74857 56453.680353 z 15.404 0.011 
 74857 56453.750520 z 14.725 0.014 
 74857 56453.751075 z 14.640 0.011 
 74857 56465.456974 z 15.460 0.012 
 74857 56465.457415 z 15.358 0.012 
 74857 56465.465093 z 15.344 0.011 
 74857 56465.465539 z 15.338 0.012 
 74857 56467.465179 z 14.885 0.011 
 74857 56467.465622 z 14.908 0.011 
 74857 56724.816635 z 15.325 0.010 
 74857 56724.817063 z 15.303 0.010 
 74857 56724.839453 z 15.318 0.010 
 74857 56724.839896 z 15.326 0.011 
 74857 56724.860045 z 15.367 0.010 
 74857 56724.860476 z 15.359 0.010 
 74857 56724.882934 z 15.366 0.011 
 74857 56724.883370 z 15.387 0.010 
 74857 56725.826223 z 15.355 0.013 
 74857 56725.826647 z 15.352 0.010 
 74857 56725.846455 z 15.229 0.010 
 74857 56725.846892 z 15.217 0.012 
 74857 56725.876824 z 14.668 0.011 
 74857 56725.877247 z 14.661 0.011 
 74857 56726.812106 z 14.698 0.011 
 74857 56726.812548 z 14.687 0.011 
 74857 56726.821137 z 14.661 0.011 
 74857 56726.821562 z 14.650 0.011 
 74857 56726.841542 z 14.705 0.011 
 74857 56726.841984 z 14.709 0.011 
 74857 56726.861683 z 14.775 0.011 
 74857 56726.862115 z 14.776 0.011 
 74857 56726.882066 z 14.841 0.014 
 74857 56726.882514 z 14.841 0.011 
 74857 56726.902182 z 14.896 0.012 
 74857 56726.902619 z 14.895 0.011 
 74992 56451.722332 u 16.369 0.012 
 74992 56451.723139 u 16.352 0.014 
 74992 56452.499995 u 16.929 0.013 
 74992 56452.500658 u 16.918 0.015 
 74992 56452.613786 u 16.345 0.011 
 74992 56452.614566 u 16.298 0.014 
 74992 56452.702727 u 16.328 0.015 
 74992 56452.703502 u 16.306 0.013 
 74992 56452.756113 u 16.810 0.031 
 74992 56452.756899 u 16.756 0.019 
 74992 56453.481520 u 16.748 0.028 
 74992 56453.571283 u 16.980 0.017 
 74992 56453.571960 u 16.971 0.016 
 74992 56453.578740 u 16.945 0.022 
 74992 56453.681792 u 16.478 0.017 
 74992 56453.682464 u 16.526 0.020 
 74992 56467.466971 u 16.896 0.022 
 74992 56724.818405 u 16.483 0.011 
 74992 56724.841213 u 16.537 0.014 
 74992 56724.841881 u 16.580 0.013 
 74992 56724.861812 u 16.719 0.012 
 74992 56724.862477 u 16.825 0.017 
 74992 56724.884692 u 16.876 0.020 
 74992 56724.885357 u 16.947 0.019 
 74992 56725.827970 u 16.557 0.019 
 74992 56725.828639 u 16.565 0.015 
 74992 56725.848211 u 16.861 0.010 
 74992 56725.848901 u 16.823 0.018 
 74992 56725.878581 u 16.900 0.030 
 74992 56726.813869 u 16.519 0.016 
 74992 56726.814544 u 16.550 0.017 
 74992 56726.822954 u 16.688 0.015 
 74992 56726.823632 u 16.710 0.019 
 74992 56726.843316 u 16.905 0.026 
 74992 56726.843999 u 16.919 0.015 
 74992 56726.863423 u 16.965 0.017 
 74992 56726.864099 u 16.914 0.033 
 74992 56726.903935 u 16.579 0.020 
 74992 56726.904600 u 16.627 0.017 
 74992 56452.499102 g 16.371 0.011 
 74992 56452.499554 g 16.384 0.012 
 74992 56452.612929 g 15.778 0.010 
 74992 56452.613357 g 15.797 0.010 
 74992 56453.467899 g 16.326 0.023 
 74992 56453.474437 g 16.194 0.016 
 74992 56453.479965 g 16.327 0.018 
 74992 56453.480388 g 16.310 0.022 
 74992 56453.570419 g 16.371 0.010 
 74992 56453.570859 g 16.387 0.011 
 74992 56453.577840 g 16.366 0.011 
 74992 56453.578284 g 16.366 0.010 
 74992 56453.680803 g 16.296 0.027 
 74992 56453.681369 g 16.119 0.011 
 74992 56453.751591 g 16.391 0.023 
 74992 56453.752177 g 16.362 0.011 
 74992 56465.465990 g 15.996 0.018 
 74992 56465.466423 g 16.039 0.018 
 74992 56467.466518 g 16.257 0.023 
 74992 56724.817962 g 15.978 0.011 
 74992 56724.840334 g 16.025 0.011 
 74992 56725.827082 g 16.043 0.011 
 74992 56725.847325 g 16.254 0.012 
 74992 56725.847757 g 16.302 0.013 
 74992 56725.877691 g 16.353 0.010 
 74992 56725.878141 g 16.353 0.010 
 74992 56726.812985 g 15.957 0.011 
 74992 56726.813433 g 16.014 0.011 
 74992 56726.822069 g 16.155 0.013 
 74992 56726.822504 g 16.150 0.011 
 74992 56726.842416 g 16.339 0.011 
 74992 56726.842855 g 16.365 0.012 
 74992 56726.862556 g 16.404 0.010 
 74992 56726.862992 g 16.371 0.011 
 74992 56726.882952 g 15.931 0.011 
 74992 56726.903067 g 16.025 0.012 
 74992 56726.903508 g 15.980 0.013 
 74992 56451.717357 r 15.826 0.015 
 74992 56451.718102 r 15.790 0.012 
 74992 56451.718635 r 15.880 0.013 
 74992 56452.495761 r 16.188 0.017 
 74992 56452.496463 r 16.191 0.013 
 74992 56452.496898 r 16.169 0.012 
 74992 56452.502189 r 16.209 0.018 
 74992 56452.609624 r 15.859 0.015 
 74992 56452.610753 r 15.922 0.011 
 74992 56452.697765 r 15.953 0.022 
 74992 56452.698514 r 15.951 0.011 
 74992 56452.699052 r 15.942 0.012 
 74992 56452.751804 r 16.229 0.012 
 74992 56452.752352 r 16.255 0.014 
 74992 56453.465704 r 16.182 0.015 
 74992 56453.476666 r 16.268 0.025 
 74992 56453.567081 r 16.172 0.018 
 74992 56453.567781 r 16.202 0.011 
 74992 56453.568211 r 16.243 0.011 
 74992 56453.574528 r 16.250 0.020 
 74992 56453.575206 r 16.238 0.011 
 74992 56453.575657 r 16.261 0.011 
 74992 56453.677469 r 16.055 0.014 
 74992 56453.678173 r 16.138 0.011 
 74992 56453.678605 r 16.062 0.018 
 74992 56453.748937 r 16.252 0.021 
 74992 56465.455691 r 15.858 0.022 
 74992 56465.462665 r 15.936 0.022 
 74992 56465.463356 r 15.871 0.020 
 74992 56465.463783 r 15.906 0.022 
 74992 56467.463393 r 16.065 0.019 
 74992 56724.814885 r 15.987 0.012 
 74992 56724.815323 r 15.959 0.011 
 74992 56724.837694 r 15.939 0.011 
 74992 56724.838133 r 15.946 0.014 
 74992 56724.858302 r 16.125 0.012 
 74992 56724.858738 r 16.210 0.013 
 74992 56724.881196 r 16.199 0.012 
 74992 56724.881636 r 16.193 0.012 
 74992 56725.824447 r 15.963 0.011 
 74992 56725.824889 r 15.967 0.011 
 74992 56725.844726 r 16.175 0.011 
 74992 56725.845162 r 16.171 0.012 
 74992 56725.875055 r 16.257 0.012 
 74992 56725.875495 r 16.261 0.012 
 74992 56726.810271 r 15.908 0.012 
 74992 56726.810697 r 15.962 0.012 
 74992 56726.819387 r 16.042 0.015 
 74992 56726.819819 r 16.050 0.014 
 74992 56726.839819 r 16.223 0.011 
 74992 56726.840245 r 16.218 0.011 
 74992 56726.859958 r 16.242 0.011 
 74992 56726.860383 r 16.250 0.012 
 74992 56726.880322 r 16.005 0.011 
 74992 56726.880764 r 16.010 0.010 
 74992 56726.900425 r 15.955 0.011 
 74992 56726.900873 r 15.960 0.011 
 74992 56451.719126 i 15.951 0.016 
 74992 56451.719677 i 15.942 0.016 
 74992 56452.497345 i 16.292 0.014 
 74992 56452.497785 i 16.315 0.015 
 74992 56452.611183 i 16.037 0.014 
 74992 56452.611621 i 15.985 0.010 
 74992 56452.699593 i 16.019 0.012 
 74992 56452.700079 i 16.025 0.016 
 74992 56452.752902 i 16.271 0.015 
 74992 56452.753449 i 16.257 0.012 
 74992 56453.466139 i 16.236 0.021 
 74992 56453.466599 i 16.277 0.017 
 74992 56453.473140 i 16.242 0.052 
 74992 56453.568639 i 16.241 0.012 
 74992 56453.569078 i 16.279 0.014 
 74992 56453.576087 i 16.283 0.013 
 74992 56453.576522 i 16.290 0.011 
 74992 56453.679063 i 16.148 0.012 
 74992 56453.679504 i 16.148 0.010 
 74992 56465.456542 i 15.901 0.020 
 74992 56465.464214 i 16.019 0.016 
 74992 56467.464288 i 16.129 0.024 
 74992 56724.815764 i 16.071 0.011 
 74992 56724.816199 i 16.048 0.013 
 74992 56724.838569 i 16.067 0.011 
 74992 56724.839012 i 16.064 0.011 
 74992 56724.859179 i 16.234 0.012 
 74992 56724.859614 i 16.180 0.012 
 74992 56724.882066 i 16.270 0.011 
 74992 56724.882496 i 16.273 0.012 
 74992 56725.825782 i 16.123 0.015 
 74992 56725.845598 i 16.197 0.015 
 74992 56725.846027 i 16.225 0.012 
 74992 56725.875926 i 16.294 0.011 
 74992 56725.876363 i 16.273 0.015 
 74992 56726.811144 i 16.069 0.013 
 74992 56726.811663 i 16.022 0.015 
 74992 56726.820248 i 16.165 0.014 
 74992 56726.820689 i 16.146 0.013 
 74992 56726.840680 i 16.247 0.013 
 74992 56726.841117 i 16.241 0.013 
 74992 56726.860818 i 16.262 0.013 
 74992 56726.861259 i 16.277 0.012 
 74992 56726.881188 i 16.080 0.012 
 74992 56726.881629 i 16.087 0.012 
 74992 56451.720223 z 16.002 0.021 
 74992 56451.720708 z 15.978 0.013 
 74992 56452.498233 z 16.280 0.013 
 74992 56452.498661 z 16.308 0.014 
 74992 56452.612057 z 16.051 0.014 
 74992 56452.612487 z 16.022 0.012 
 74992 56452.700608 z 16.052 0.012 
 74992 56452.701148 z 16.062 0.012 
 74992 56452.753959 z 16.249 0.018 
 74992 56452.754501 z 16.185 0.016 
 74992 56453.467450 z 16.278 0.033 
 74992 56453.479073 z 16.227 0.021 
 74992 56453.479532 z 16.353 0.019 
 74992 56453.569520 z 16.289 0.012 
 74992 56453.569950 z 16.285 0.013 
 74992 56453.576983 z 16.320 0.016 
 74992 56453.577412 z 16.329 0.020 
 74992 56453.679926 z 16.167 0.031 
 74992 56453.680353 z 16.159 0.011 
 74992 56453.750520 z 16.226 0.028 
 74992 56453.751075 z 16.243 0.021 
 74992 56465.457415 z 15.999 0.019 
 74992 56465.465093 z 16.040 0.015 
 74992 56465.465539 z 16.091 0.021 
 74992 56467.465179 z 16.139 0.022 
 74992 56467.465622 z 16.144 0.023 
 74992 56724.816635 z 16.127 0.011 
 74992 56724.817063 z 16.117 0.012 
 74992 56724.839453 z 16.127 0.010 
 74992 56724.839896 z 16.134 0.013 
 74992 56724.860045 z 16.255 0.010 
 74992 56724.860476 z 16.255 0.012 
 74992 56724.882934 z 16.272 0.011 
 74992 56724.883370 z 16.307 0.011 
 74992 56725.826223 z 16.114 0.014 
 74992 56725.826647 z 16.113 0.011 
 74992 56725.846455 z 16.253 0.012 
 74992 56725.846892 z 16.256 0.013 
 74992 56725.876824 z 16.306 0.015 
 74992 56725.877247 z 16.329 0.014 
 74992 56726.812106 z 16.099 0.012 
 74992 56726.812548 z 16.107 0.013 
 74992 56726.821137 z 16.170 0.012 
 74992 56726.821562 z 16.162 0.011 
 74992 56726.841542 z 16.265 0.014 
 74992 56726.841984 z 16.277 0.013 
 74992 56726.861683 z 16.287 0.012 
 74992 56726.862115 z 16.313 0.013 
 74992 56726.882066 z 16.107 0.018 
 74992 56726.882514 z 16.085 0.012 
 74992 56726.902182 z 16.106 0.013 
 74992 56726.902619 z 16.112 0.014 
113495 56451.722332 u 18.514 0.025 
113495 56451.723139 u 18.470 0.021 
113495 56452.499995 u 18.683 0.025 
113495 56452.500658 u 18.681 0.027 
113495 56452.613786 u 18.688 0.022 
113495 56452.614566 u 18.716 0.023 
113495 56452.702727 u 18.409 0.025 
113495 56452.703502 u 18.451 0.023 
113495 56452.756113 u 18.080 0.022 
113495 56452.756899 u 18.132 0.013 
113495 56453.571283 u 18.396 0.030 
113495 56453.571960 u 18.375 0.021 
113495 56453.578740 u 18.494 0.031 
113495 56453.579412 u 18.393 0.033 
113495 56453.682464 u 18.672 0.039 
113495 56465.466841 u 18.211 0.034 
113495 56467.466971 u 18.387 0.050 
113495 56467.467647 u 18.540 0.049 
113495 56724.818405 u 18.692 0.025 
113495 56724.841213 u 18.731 0.025 
113495 56724.841881 u 18.718 0.023 
113495 56724.861812 u 18.723 0.027 
113495 56724.862477 u 18.711 0.036 
113495 56724.884692 u 18.748 0.028 
113495 56724.885357 u 18.713 0.031 
113495 56725.827970 u 18.518 0.030 
113495 56725.828639 u 18.492 0.029 
113495 56725.848211 u 18.557 0.022 
113495 56725.848901 u 18.550 0.029 
113495 56725.878581 u 18.568 0.022 
113495 56725.879254 u 18.608 0.025 
113495 56726.814544 u 18.389 0.019 
113495 56726.822954 u 18.305 0.021 
113495 56726.823632 u 18.234 0.021 
113495 56726.843999 u 18.243 0.016 
113495 56726.864099 u 18.135 0.016 
113495 56726.903935 u 18.058 0.020 
113495 56726.904600 u 18.054 0.020 
113495 56451.721220 g 17.849 0.015 
113495 56451.721773 g 17.913 0.012 
113495 56452.499102 g 18.014 0.012 
113495 56452.499554 g 18.002 0.013 
113495 56452.612929 g 18.012 0.013 
113495 56452.613357 g 18.037 0.013 
113495 56452.702231 g 17.858 0.013 
113495 56452.755016 g 17.625 0.011 
113495 56452.755566 g 17.588 0.014 
113495 56453.570419 g 17.790 0.014 
113495 56453.570859 g 17.765 0.012 
113495 56453.577840 g 17.804 0.015 
113495 56453.578284 g 17.836 0.017 
113495 56453.680803 g 17.969 0.051 
113495 56453.681369 g 17.885 0.015 
113495 56453.751591 g 18.032 0.036 
113495 56453.752177 g 17.998 0.021 
113495 56465.458279 g 17.586 0.029 
113495 56465.465990 g 17.551 0.019 
113495 56465.466423 g 17.554 0.021 
113495 56467.466080 g 17.786 0.025 
113495 56467.466518 g 17.792 0.025 
113495 56724.817498 g 18.038 0.015 
113495 56724.817962 g 18.043 0.013 
113495 56724.840334 g 18.032 0.015 
113495 56724.840768 g 18.063 0.016 
113495 56724.860922 g 18.099 0.011 
113495 56724.861365 g 18.060 0.014 
113495 56724.883814 g 18.065 0.016 
113495 56724.884254 g 18.075 0.014 
113495 56725.827082 g 17.858 0.014 
113495 56725.827515 g 17.872 0.013 
113495 56725.847325 g 17.881 0.014 
113495 56725.847757 g 17.903 0.015 
113495 56725.877691 g 17.904 0.014 
113495 56725.878141 g 17.952 0.014 
113495 56726.812985 g 17.799 0.012 
113495 56726.813433 g 17.801 0.013 
113495 56726.822069 g 17.733 0.013 
113495 56726.822504 g 17.728 0.014 
113495 56726.842416 g 17.616 0.014 
113495 56726.842855 g 17.624 0.011 
113495 56726.862556 g 17.542 0.014 
113495 56726.862992 g 17.532 0.012 
113495 56726.882952 g 17.474 0.013 
113495 56726.883409 g 17.480 0.012 
113495 56726.903067 g 17.460 0.012 
113495 56726.903508 g 17.478 0.012 
113495 56451.717357 r 17.560 0.010 
113495 56451.718102 r 17.606 0.014 
113495 56451.718635 r 17.583 0.012 
113495 56452.495761 r 17.674 0.011 
113495 56452.496898 r 17.670 0.014 
113495 56452.502189 r 17.680 0.011 
113495 56452.609624 r 17.725 0.011 
113495 56452.610313 r 17.703 0.012 
113495 56452.610753 r 17.755 0.012 
113495 56452.697765 r 17.616 0.010 
113495 56452.698514 r 17.641 0.013 
113495 56452.699052 r 17.612 0.012 
113495 56452.751003 r 17.415 0.011 
113495 56452.751804 r 17.411 0.012 
113495 56452.752352 r 17.395 0.011 
113495 56453.464556 r 17.358 0.015 
113495 56453.465264 r 17.306 0.013 
113495 56453.465704 r 17.411 0.019 
113495 56453.477356 r 17.342 0.024 
113495 56453.567081 r 17.513 0.012 
113495 56453.567781 r 17.531 0.014 
113495 56453.568211 r 17.577 0.016 
113495 56453.574528 r 17.506 0.012 
113495 56453.575206 r 17.526 0.015 
113495 56453.575657 r 17.531 0.012 
113495 56453.677469 r 17.638 0.015 
113495 56453.678173 r 17.656 0.017 
113495 56453.747565 r 17.715 0.015 
113495 56453.748378 r 17.671 0.020 
113495 56453.748937 r 17.681 0.025 
113495 56465.454568 r 17.386 0.015 
113495 56465.455249 r 17.417 0.022 
113495 56465.455691 r 17.382 0.019 
113495 56465.462665 r 17.402 0.013 
113495 56465.463356 r 17.372 0.017 
113495 56465.463783 r 17.403 0.017 
113495 56467.462713 r 17.522 0.014 
113495 56467.463393 r 17.527 0.015 
113495 56467.463847 r 17.545 0.019 
113495 56724.814885 r 17.723 0.014 
113495 56724.815323 r 17.719 0.015 
113495 56724.837694 r 17.747 0.012 
113495 56724.838133 r 17.741 0.014 
113495 56724.858302 r 17.753 0.013 
113495 56724.858738 r 17.783 0.014 
113495 56724.881196 r 17.749 0.015 
113495 56724.881636 r 17.771 0.013 
113495 56725.824447 r 17.557 0.017 
113495 56725.824889 r 17.577 0.014 
113495 56725.844726 r 17.588 0.015 
113495 56725.845162 r 17.587 0.014 
113495 56725.875055 r 17.622 0.013 
113495 56725.875495 r 17.607 0.014 
113495 56726.810271 r 17.613 0.012 
113495 56726.810697 r 17.596 0.013 
113495 56726.819387 r 17.540 0.013 
113495 56726.819819 r 17.513 0.014 
113495 56726.839819 r 17.469 0.013 
113495 56726.840245 r 17.479 0.014 
113495 56726.859958 r 17.413 0.014 
113495 56726.860383 r 17.400 0.010 
113495 56726.880322 r 17.349 0.012 
113495 56726.880764 r 17.363 0.015 
113495 56726.900425 r 17.341 0.011 
113495 56726.900873 r 17.361 0.012 
113495 56451.719126 i 17.505 0.014 
113495 56451.719677 i 17.481 0.013 
113495 56452.497345 i 17.570 0.014 
113495 56452.497785 i 17.587 0.015 
113495 56452.611183 i 17.667 0.016 
113495 56452.611621 i 17.650 0.012 
113495 56452.699593 i 17.566 0.013 
113495 56452.700079 i 17.563 0.014 
113495 56452.752902 i 17.385 0.010 
113495 56452.753449 i 17.389 0.011 
113495 56453.466139 i 17.404 0.021 
113495 56453.466599 i 17.403 0.027 
113495 56453.478647 i 17.342 0.032 
113495 56453.568639 i 17.459 0.013 
113495 56453.569078 i 17.469 0.022 
113495 56453.576087 i 17.463 0.013 
113495 56453.576522 i 17.453 0.014 
113495 56453.679063 i 17.520 0.015 
113495 56453.679504 i 17.506 0.014 
113495 56453.749491 i 17.575 0.042 
113495 56465.456542 i 17.330 0.020 
113495 56465.464214 i 17.365 0.017 
113495 56465.464655 i 17.369 0.016 
113495 56467.464288 i 17.454 0.020 
113495 56467.464715 i 17.462 0.019 
113495 56724.815764 i 17.635 0.014 
113495 56724.816199 i 17.633 0.014 
113495 56724.838569 i 17.654 0.015 
113495 56724.839012 i 17.656 0.015 
113495 56724.859179 i 17.661 0.015 
113495 56724.859614 i 17.692 0.014 
113495 56724.882066 i 17.693 0.012 
113495 56724.882496 i 17.687 0.015 
113495 56725.825352 i 17.483 0.012 
113495 56725.825782 i 17.486 0.013 
113495 56725.845598 i 17.492 0.014 
113495 56725.846027 i 17.489 0.014 
113495 56725.875926 i 17.514 0.012 
113495 56725.876363 i 17.540 0.012 
113495 56726.811144 i 17.531 0.014 
113495 56726.811663 i 17.565 0.013 
113495 56726.820248 i 17.489 0.014 
113495 56726.820689 i 17.505 0.015 
113495 56726.841117 i 17.447 0.011 
113495 56726.860818 i 17.405 0.010 
113495 56726.861259 i 17.390 0.012 
113495 56451.720223 z 17.469 0.020 
113495 56451.720708 z 17.462 0.019 
113495 56452.498233 z 17.540 0.015 
113495 56452.498661 z 17.521 0.017 
113495 56452.612057 z 17.591 0.016 
113495 56452.612487 z 17.605 0.018 
113495 56452.700608 z 17.529 0.015 
